transformed_feature,raw_feature,is_missing_indicator,gain,gain_share,split_count,mean_abs_shap_log_odds,shap_share
numeric__missingindicator_BUREAU_OVERDUE_CREDIT_COUNT,BUREAU_OVERDUE_CREDIT_COUNT,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_CC_RECENT_12M_DPD_COUNT,CC_RECENT_12M_DPD_COUNT,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_CC_RECEIVABLE_MEAN,CC_RECEIVABLE_MEAN,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_CC_RECEIVABLE_MAX,CC_RECEIVABLE_MAX,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_CC_UTILIZATION_MEAN,CC_UTILIZATION_MEAN,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_CREDIT_TO_GOODS,CREDIT_TO_GOODS,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_DEF_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_COMMONAREA_MODE,COMMONAREA_MODE,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_COMMONAREA_MEDI,COMMONAREA_MEDI,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_APARTMENTS_MODE,APARTMENTS_MODE,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_BASEMENTAREA_MEDI,BASEMENTAREA_MEDI,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_BASEMENTAREA_MODE,BASEMENTAREA_MODE,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_BB_DELINQUENT_MONTH_RATE,BB_DELINQUENT_MONTH_RATE,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_BB_MAX_DELINQUENCY_LEVEL,BB_MAX_DELINQUENCY_LEVEL,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_BB_MONTHS_OBSERVED,BB_MONTHS_OBSERVED,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_DEF_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_CREDIT_TO_ANNUITY,CREDIT_TO_ANNUITY,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_BB_SEVERE_DELINQUENT_MONTHS,BB_SEVERE_DELINQUENT_MONTHS,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_BB_SEVERE_DELINQUENT_MONTH_RATE,BB_SEVERE_DELINQUENT_MONTH_RATE,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_AMT_ANNUITY,AMT_ANNUITY,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_BB_UNKNOWN_MONTHS,BB_UNKNOWN_MONTHS,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_MON,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_QRT,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_WEEK,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_AMT_GOODS_PRICE,AMT_GOODS_PRICE,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_AMT_REQ_CREDIT_BUREAU_YEAR,AMT_REQ_CREDIT_BUREAU_YEAR,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_ANNUITY_TO_INCOME,ANNUITY_TO_INCOME,True,0.0,0.0,0,0.0,0.0
numeric__HAS_PREVIOUS_APPLICATION,HAS_PREVIOUS_APPLICATION,False,0.0,0.0,0,0.0,0.0
numeric__BB_MAX_DELINQUENCY_LEVEL,BB_MAX_DELINQUENCY_LEVEL,False,0.0,0.0,0,0.0,0.0
numeric__BUREAU_BAD_DEBT_COUNT,BUREAU_BAD_DEBT_COUNT,False,0.0,0.0,0,0.0,0.0
numeric__missingindicator_ELEVATORS_MEDI,ELEVATORS_MEDI,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_BB_RECENT_12M_DELINQUENT_MONTHS,BB_RECENT_12M_DELINQUENT_MONTHS,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_DOWN_PAYMENT_RATE,DOWN_PAYMENT_RATE,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_ENTRANCES_MEDI,ENTRANCES_MEDI,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_ENTRANCES_MODE,ENTRANCES_MODE,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_EXT_SOURCE_2,EXT_SOURCE_2,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_EXT_SOURCE_MAX,EXT_SOURCE_MAX,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_EXT_SOURCE_MEAN,EXT_SOURCE_MEAN,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_EXT_SOURCE_MIN,EXT_SOURCE_MIN,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_FLOORSMAX_AVG,FLOORSMAX_AVG,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_FLOORSMAX_MEDI,FLOORSMAX_MEDI,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_FLOORSMAX_MODE,FLOORSMAX_MODE,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_FLOORSMIN_MEDI,FLOORSMIN_MEDI,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_FLOORSMIN_MODE,FLOORSMIN_MODE,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_INST_CONTRACT_COUNT,INST_CONTRACT_COUNT,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_INST_DAYS_SINCE_DUE_MAX,INST_DAYS_SINCE_DUE_MAX,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_INST_DAYS_SINCE_DUE_MIN,INST_DAYS_SINCE_DUE_MIN,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_INST_DUE_MEAN,INST_DUE_MEAN,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_INST_DUE_SUM,INST_DUE_SUM,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_INST_LATE_DAYS_MAX,INST_LATE_DAYS_MAX,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_INST_LATE_DAYS_MEAN,INST_LATE_DAYS_MEAN,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_INST_LATE_DAYS_SUM,INST_LATE_DAYS_SUM,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_INST_LATE_PAYMENT_COUNT,INST_LATE_PAYMENT_COUNT,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_INST_LATE_PAYMENT_RATE,INST_LATE_PAYMENT_RATE,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_INST_PAID_MEAN,INST_PAID_MEAN,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_INST_PAID_SUM,INST_PAID_SUM,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_INST_PAYMENT_COUNT,INST_PAYMENT_COUNT,True,0.0,0.0,0,0.0,0.0
numeric__FLAG_DOCUMENT_17,FLAG_DOCUMENT_17,False,0.0,0.0,0,0.0,0.0
numeric__FLAG_DOCUMENT_19,FLAG_DOCUMENT_19,False,0.0,0.0,0,0.0,0.0
numeric__FLAG_DOCUMENT_2,FLAG_DOCUMENT_2,False,0.0,0.0,0,0.0,0.0
numeric__FLAG_DOCUMENT_20,FLAG_DOCUMENT_20,False,0.0,0.0,0,0.0,0.0
numeric__FLAG_DOCUMENT_21,FLAG_DOCUMENT_21,False,0.0,0.0,0,0.0,0.0
numeric__FLAG_DOCUMENT_4,FLAG_DOCUMENT_4,False,0.0,0.0,0,0.0,0.0
numeric__missingindicator_ELEVATORS_MODE,ELEVATORS_MODE,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_ENTRANCES_AVG,ENTRANCES_AVG,True,0.0,0.0,0,0.0,0.0
numeric__FLAG_DOCUMENT_9,FLAG_DOCUMENT_9,False,0.0,0.0,0,0.0,0.0
numeric__FLAG_DOCUMENT_7,FLAG_DOCUMENT_7,False,0.0,0.0,0,0.0,0.0
numeric__missingindicator_INST_RECENT_12M_LATE_COUNT,INST_RECENT_12M_LATE_COUNT,True,0.0,0.0,0,0.0,0.0
numeric__FLAG_MOBIL,FLAG_MOBIL,False,0.0,0.0,0,0.0,0.0
numeric__missingindicator_INST_SHORTFALL_MAX,INST_SHORTFALL_MAX,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_INST_SHORTFALL_MEAN,INST_SHORTFALL_MEAN,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_INST_SHORTFALL_SUM,INST_SHORTFALL_SUM,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_INST_PAYMENT_RATIO,INST_PAYMENT_RATIO,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_INST_SHORT_PAYMENT_COUNT,INST_SHORT_PAYMENT_COUNT,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_INST_SHORT_PAYMENT_RATE,INST_SHORT_PAYMENT_RATE,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_INST_UNIQUE_NUMBER_COUNT,INST_UNIQUE_NUMBER_COUNT,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_INST_VERSION_MEAN,INST_VERSION_MEAN,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_LANDAREA_MODE,LANDAREA_MODE,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_LIVINGAPARTMENTS_MODE,LIVINGAPARTMENTS_MODE,True,0.0,0.0,0,0.0,0.0
numeric__FLAG_DOCUMENT_10,FLAG_DOCUMENT_10,False,0.0,0.0,0,0.0,0.0
numeric__missingindicator_INST_RECENT_24M_LATE_COUNT,INST_RECENT_24M_LATE_COUNT,True,0.0,0.0,0,0.0,0.0
numeric__FLAG_DOCUMENT_14,FLAG_DOCUMENT_14,False,0.0,0.0,0,0.0,0.0
numeric__FLAG_DOCUMENT_15,FLAG_DOCUMENT_15,False,0.0,0.0,0,0.0,0.0
numeric__BUREAU_OVERDUE_CREDIT_COUNT,BUREAU_OVERDUE_CREDIT_COUNT,False,0.0,0.0,0,0.0,0.0
categorical__EMERGENCYSTATE_MODE,EMERGENCYSTATE_MODE,False,0.0,0.0,0,0.0,0.0
categorical__HOUSETYPE_MODE,HOUSETYPE_MODE,False,0.0,0.0,0,0.0,0.0
numeric__missingindicator_LIVINGAREA_MODE,LIVINGAREA_MODE,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_NONLIVINGAPARTMENTS_AVG,NONLIVINGAPARTMENTS_AVG,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_NONLIVINGAPARTMENTS_MEDI,NONLIVINGAPARTMENTS_MEDI,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_NONLIVINGAPARTMENTS_MODE,NONLIVINGAPARTMENTS_MODE,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_NONLIVINGAREA_MODE,NONLIVINGAREA_MODE,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_OBS_30_CNT_SOCIAL_CIRCLE,OBS_30_CNT_SOCIAL_CIRCLE,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_OBS_60_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_PHONE_CHANGE_YEARS,PHONE_CHANGE_YEARS,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_POS_ACTIVE_MONTH_COUNT,POS_ACTIVE_MONTH_COUNT,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_POS_COMPLETED_MONTH_COUNT,POS_COMPLETED_MONTH_COUNT,True,0.0,0.0,0,0.0,0.0
numeric__FLAG_DOCUMENT_12,FLAG_DOCUMENT_12,False,0.0,0.0,0,0.0,0.0
numeric__missingindicator_POS_CONTRACT_COUNT,POS_CONTRACT_COUNT,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_POS_DPD_DEF_MAX,POS_DPD_DEF_MAX,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_POS_DPD_DEF_MONTH_COUNT,POS_DPD_DEF_MONTH_COUNT,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_POS_DPD_DEF_MEAN,POS_DPD_DEF_MEAN,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_POS_DPD_MAX,POS_DPD_MAX,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_POS_DPD_MEAN,POS_DPD_MEAN,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_POS_DPD_MONTH_COUNT,POS_DPD_MONTH_COUNT,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_POS_DPD_DEF_MONTH_RATE,POS_DPD_DEF_MONTH_RATE,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_POS_DPD_SUM,POS_DPD_SUM,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_POS_FUTURE_INSTALLMENTS_MEAN,POS_FUTURE_INSTALLMENTS_MEAN,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_POS_FUTURE_INSTALLMENTS_MIN,POS_FUTURE_INSTALLMENTS_MIN,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_POS_INSTALLMENT_COUNT_MAX,POS_INSTALLMENT_COUNT_MAX,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_POS_INSTALLMENT_COUNT_MEAN,POS_INSTALLMENT_COUNT_MEAN,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_POS_LATEST_MONTH,POS_LATEST_MONTH,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_POS_MONTH_COUNT,POS_MONTH_COUNT,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_POS_DPD_MONTH_RATE,POS_DPD_MONTH_RATE,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_POS_OLDEST_MONTH,POS_OLDEST_MONTH,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_POS_RECENT_12M_DPD_COUNT,POS_RECENT_12M_DPD_COUNT,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_PREV_ANNUITY_MEAN,PREV_ANNUITY_MEAN,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_PREV_ANNUITY_MAX,PREV_ANNUITY_MAX,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_PREV_APPLICATION_AMOUNT_MAX,PREV_APPLICATION_AMOUNT_MAX,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_PREV_APPLICATION_AMOUNT_MEAN,PREV_APPLICATION_AMOUNT_MEAN,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_PREV_APPLICATION_COUNT,PREV_APPLICATION_COUNT,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_PREV_ANNUITY_TO_CREDIT_MEAN,PREV_ANNUITY_TO_CREDIT_MEAN,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_PREV_APPROVAL_RATE,PREV_APPROVAL_RATE,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_PREV_APPROVED_COUNT,PREV_APPROVED_COUNT,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_PREV_CASH_LOAN_COUNT,PREV_CASH_LOAN_COUNT,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_PREV_CANCELED_COUNT,PREV_CANCELED_COUNT,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_PREV_CONSUMER_LOAN_COUNT,PREV_CONSUMER_LOAN_COUNT,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_PREV_CREDIT_MAX,PREV_CREDIT_MAX,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_PREV_CREDIT_MEAN,PREV_CREDIT_MEAN,True,0.0,0.0,0,0.0,0.0
numeric__missingindicator_PREV_CREDIT_SUM,PREV_CREDIT_SUM,True,0.0,0.0,0,0.0,0.0
